Phenotype Term Name	Phenotype Term ID	Disease Name	Disease ID	Chemical Inference Network	Gene Inference Network	References
alpha-1,3-galactosyltransferase activity	GO:0001962	COVID-19	MESH:D000086382		ABO	1
focal adhesion	GO:0005925	COVID-19	MESH:D000086382		HCK	1
regulation of systemic arterial blood pressure by circulatory renin-angiotensin	GO:0001991	COVID-19	MESH:D000086382		AGT	1
angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure	GO:0001998	COVID-19	MESH:D000086382		AGT	1
renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure	GO:0001999	COVID-19	MESH:D000086382		AGT	1
phospholipid-translocating ATPase complex	GO:1990531	COVID-19	MESH:D000086382		ATP11A	1
negative regulation of cytokine activity	GO:0060302	COVID-19	MESH:D000086382		IL10	2
inflammatory response to wounding	GO:0090594	COVID-19	MESH:D000086382		CCR2	1
clathrin-coated pit	GO:0005905	COVID-19	MESH:D000086382		SELE	1
phosphatidylserine-translocating ATPase activity	GO:0090556	COVID-19	MESH:D000086382		ATP11A	1
interferon-gamma-mediated signaling pathway	GO:0060333	COVID-19	MESH:D000086382		HCK	1
phosphatidylethanolamine-translocating ATPase activity	GO:0090555	COVID-19	MESH:D000086382		ATP11A	1
negative regulation of cell adhesion molecule production	GO:0060354	COVID-19	MESH:D000086382		CXCL8	1
positive regulation of cell adhesion molecule production	GO:0060355	COVID-19	MESH:D000086382		IL1B	1
regulation of Fc receptor mediated stimulatory signaling pathway	GO:0060368	COVID-19	MESH:D000086382		PLSCR1	1
interleukin-6 receptor complex	GO:0005896	COVID-19	MESH:D000086382		IL6	4
interleukin-2 receptor complex	GO:0005893	COVID-19	MESH:D000086382		IL2RA	2
positive regulation of amyloid-beta formation	GO:1902004	COVID-19	MESH:D000086382		TNF	1
actin filament	GO:0005884	COVID-19	MESH:D000086382		HCK	1
negative regulation of tissue remodeling	GO:0034104	COVID-19	MESH:D000086382		AGT	1
positive regulation of tissue remodeling	GO:0034105	COVID-19	MESH:D000086382		IL2	1
cellular response to prolactin	GO:1990646	COVID-19	MESH:D000086382		IL6	4
rough endoplasmic reticulum	GO:0005791	COVID-19	MESH:D000086382		CCL2	1
negative regulation of heterotypic cell-cell adhesion	GO:0034115	COVID-19	MESH:D000086382		IL10	2
response to X-ray	GO:0010165	COVID-19	MESH:D000086382		IL7	1
toll-like receptor 3 signaling pathway	GO:0034138	COVID-19	MESH:D000086382		TNF	1
response to ozone	GO:0010193	COVID-19	MESH:D000086382		IL1B	1
branching involved in salivary gland morphogenesis	GO:0060445	COVID-19	MESH:D000086382		IL6	4
positive regulation of cardiac muscle contraction	GO:0060452	COVID-19	MESH:D000086382		ACE2	15
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	GO:1902166	COVID-19	MESH:D000086382		MUC1	1
lysosomal membrane	GO:0005765	COVID-19	MESH:D000086382		TMEM106B	1
response to organonitrogen compound	GO:0010243	COVID-19	MESH:D000086382		IL1B	1
mitochondrion	GO:0005739	COVID-19	MESH:D000086382		BSG	1
nucleolus	GO:0005730	COVID-19	MESH:D000086382		PLSCR1	1
positive regulation of vitamin D biosynthetic process	GO:0060557	COVID-19	MESH:D000086382		TNF	1
interleukin-23 receptor complex	GO:0072536	COVID-19	MESH:D000086382		TYK2	1
T-helper 17 cell lineage commitment	GO:0072540	COVID-19	MESH:D000086382		IL6	4
polytene chromosome	GO:0005700	COVID-19	MESH:D000086382		ABO	1
hepatocyte proliferation	GO:0072574	COVID-19	MESH:D000086382		IL6	4
negative regulation of oxidative phosphorylation	GO:0090324	COVID-19	MESH:D000086382		TNF	1
positive regulation of protein targeting to membrane	GO:0090314	COVID-19	MESH:D000086382		CCL2	1
positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage	GO:1902231	COVID-19	MESH:D000086382		PLSCR1	1
blood circulation	GO:0008015	COVID-19	MESH:D000086382		CXCL10	1
vesicle	GO:0031982	COVID-19	MESH:D000086382		IL1B	1
establishment of blood-nerve barrier	GO:0008065	COVID-19	MESH:D000086382		AGT	1
negative regulation by host of viral transcription	GO:0043922	COVID-19	MESH:D000086382		CCL3	1
late endosome membrane	GO:0031902	COVID-19	MESH:D000086382		TMEM106B	1
intracellular	GO:0005622	COVID-19	MESH:D000086382		TNF	1
negative regulation of glial cell apoptotic process	GO:0034351	COVID-19	MESH:D000086382		CCL2	1
positive regulation of histone H4 acetylation	GO:0090240	COVID-19	MESH:D000086382		MUC1	1
positive regulation of triglyceride metabolic process	GO:0090208	COVID-19	MESH:D000086382		TNF	1
kappa-type opioid receptor binding	GO:0031851	COVID-19	MESH:D000086382		IL2	1
low-density lipoprotein particle remodeling	GO:0034374	COVID-19	MESH:D000086382		AGT	1
branching involved in labyrinthine layer morphogenesis	GO:0060670	COVID-19	MESH:D000086382		IL10	2
regulation of branching involved in salivary gland morphogenesis	GO:0060693	COVID-19	MESH:D000086382		TNF	1
phosphatidylinositol-3,4,5-trisphosphate binding	GO:0005547	COVID-19	MESH:D000086382		BTK	1
galactoside 2-alpha-L-fucosyltransferase activity	GO:0008107	COVID-19	MESH:D000086382		FUT2	1
positive regulation of branching involved in ureteric bud morphogenesis	GO:0090190	COVID-19	MESH:D000086382		AGT	1
positive regulation of cell-cell adhesion	GO:0022409	COVID-19	MESH:D000086382		CCL2	1
ceramide glucosyltransferase activity	GO:0008120	COVID-19	MESH:D000086382		UGCG	1
negative regulation of heart rate	GO:0010459	COVID-19	MESH:D000086382		TNF	1
copper ion binding	GO:0005507	COVID-19	MESH:D000086382		F8	1
CCR5 chemokine receptor binding	GO:0031730	COVID-19	MESH:D000086382		CCL3	1
CCR1 chemokine receptor binding	GO:0031726	COVID-19	MESH:D000086382		CCL3	1
type 2 angiotensin receptor binding	GO:0031703	COVID-19	MESH:D000086382		AGT	1
positive regulation of extracellular matrix disassembly	GO:0090091	COVID-19	MESH:D000086382		IL6	4
regulation of extracellular matrix assembly	GO:1901201	COVID-19	MESH:D000086382		AGT	1
response to carbon monoxide	GO:0034465	COVID-19	MESH:D000086382		IL10	2
response to dexamethasone	GO:0071548	COVID-19	MESH:D000086382		IL1B	1
choline binding	GO:0033265	COVID-19	MESH:D000086382		CRP	1
sarcomere organization	GO:0045214	COVID-19	MESH:D000086382		BSG	1
synapse	GO:0045202	COVID-19	MESH:D000086382		CCL2	1
leptin-mediated signaling pathway	GO:0033210	COVID-19	MESH:D000086382		UGCG	1
tumor necrosis factor-mediated signaling pathway	GO:0033209	COVID-19	MESH:D000086382		TNF	1
regulation of isotype switching	GO:0045191	COVID-19	MESH:D000086382		IL10	2
cellular response to hypoxia	GO:0071456	COVID-19	MESH:D000086382		IL7	1
positive regulation of cellular protein metabolic process	GO:0032270	COVID-19	MESH:D000086382		AGT	1
regulation of circadian sleep/wake cycle, non-REM sleep	GO:0045188	COVID-19	MESH:D000086382		IL6	4
response to ATP	GO:0033198	COVID-19	MESH:D000086382		IL1B	1
cellular response to high density lipoprotein particle stimulus	GO:0071403	COVID-19	MESH:D000086382		CCL2	1
cellular response to lipoprotein particle stimulus	GO:0071402	COVID-19	MESH:D000086382		CCL2	1
cellular extravasation	GO:0045123	COVID-19	MESH:D000086382		TNF	1
positive regulation of activation of Janus kinase activity	GO:0010536	COVID-19	MESH:D000086382		AGT	1
opsonization	GO:0008228	COVID-19	MESH:D000086382		CRP	1
positive regulation of histone phosphorylation	GO:0033129	COVID-19	MESH:D000086382		IL1B	1
endoplasmic reticulum-Golgi intermediate compartment membrane	GO:0033116	COVID-19	MESH:D000086382		F8	1
cellular response to lipid	GO:0071396	COVID-19	MESH:D000086382		IL1B	1
granulocyte chemotaxis	GO:0071621	COVID-19	MESH:D000086382		CCL3	1
positive regulation of monocyte chemotactic protein-1 production	GO:0071639	COVID-19	MESH:D000086382		IL1B	1
negative regulation of chemokine (C-C motif) ligand 5 production	GO:0071650	COVID-19	MESH:D000086382		IL10	2
positive regulation of mononuclear cell migration	GO:0071677	COVID-19	MESH:D000086382		TNF	1
endocytic vesicle lumen	GO:0071682	COVID-19	MESH:D000086382		CSF3	1
positive regulation of leukocyte adhesion to arterial endothelial cell	GO:1904999	COVID-19	MESH:D000086382		TNF	1
cell-matrix adhesion	GO:0007160	COVID-19	MESH:D000086382		AGT	1
regulation of single stranded viral RNA replication via double stranded DNA intermediate	GO:0045091	COVID-19	MESH:D000086382		CXCL8	1
transforming growth factor beta receptor signaling pathway	GO:0007179	COVID-19	MESH:D000086382		CCL2	1
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	GO:0007187	COVID-19	MESH:D000086382		CCL2	1
adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0007189	COVID-19	MESH:D000086382		CXCL10	1
negative regulation of adenylate cyclase activity	GO:0007194	COVID-19	MESH:D000086382		CCR2	1
G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger	GO:0007199	COVID-19	MESH:D000086382		AGT	1
bone resorption	GO:0045453	COVID-19	MESH:D000086382		IL7	1
positive regulation of immature T cell proliferation in thymus	GO:0033092	COVID-19	MESH:D000086382		IL1B	1
cellular response to nitric oxide	GO:0071732	COVID-19	MESH:D000086382		CRP	1
photoreceptor cell maintenance	GO:0045494	COVID-19	MESH:D000086382		BSG	1
phospholipase C-activating G protein-coupled receptor signaling pathway	GO:0007200	COVID-19	MESH:D000086382		AGT	1
cellular response to ATP	GO:0071318	COVID-19	MESH:D000086382		CCL2	1
protein kinase C-activating G protein-coupled receptor signaling pathway	GO:0007205	COVID-19	MESH:D000086382		IL2	1
Notch signaling pathway	GO:0007219	COVID-19	MESH:D000086382		IL2RA	2
integrin-mediated signaling pathway	GO:0007229	COVID-19	MESH:D000086382		HCK	1
kinase activator activity	GO:0019209	COVID-19	MESH:D000086382		IL2	1
cellular response to nicotine	GO:0071316	COVID-19	MESH:D000086382		TNF	1
cellular response to organic substance	GO:0071310	COVID-19	MESH:D000086382		IL1B	1
negative regulation of nitric oxide biosynthetic process	GO:0045019	COVID-19	MESH:D000086382		IL10	2
regulation of mast cell activation	GO:0033003	COVID-19	MESH:D000086382		PLSCR1	1
activation of NF-kappaB-inducing kinase activity	GO:0007250	COVID-19	MESH:D000086382		AGT	1
cytoplasmic sequestering of NF-kappaB	GO:0007253	COVID-19	MESH:D000086382		IL10	2
JNK cascade	GO:0007254	COVID-19	MESH:D000086382		TNF	1
nitric oxide mediated signal transduction	GO:0007263	COVID-19	MESH:D000086382		AGT	1
transcription regulatory region sequence-specific DNA binding	GO:0000976	COVID-19	MESH:D000086382		TNF	1
positive regulation of STAT cascade	GO:1904894	COVID-19	MESH:D000086382		IL6	4
cellular response to calcium ion	GO:0071277	COVID-19	MESH:D000086382		CRP	1
multicellular organism development	GO:0007275	COVID-19	MESH:D000086382		TNF	1
response to vitamin B3	GO:0033552	COVID-19	MESH:D000086382		CCL2	1
regulation of podosome assembly	GO:0071801	COVID-19	MESH:D000086382		HCK	1
positive regulation of podosome assembly	GO:0071803	COVID-19	MESH:D000086382		TNF	1
response to testosterone	GO:0033574	COVID-19	MESH:D000086382		CRP	1
response to L-ascorbic acid	GO:0033591	COVID-19	MESH:D000086382		IL1B	1
regulation of T cell differentiation	GO:0045580	COVID-19	MESH:D000086382		CCR2	1
cellular response to amino acid stimulus	GO:0071230	COVID-19	MESH:D000086382		TNF	1
positive regulation of regulatory T cell differentiation	GO:0045591	COVID-19	MESH:D000086382		IL2	1
regulation of fat cell differentiation	GO:0045598	COVID-19	MESH:D000086382		TNF	1
positive regulation of cell proliferation in bone marrow	GO:0071864	COVID-19	MESH:D000086382		IL6	4
regulation of endothelial tube morphogenesis	GO:1901509	COVID-19	MESH:D000086382		CXCL10	1
cellular response to molecule of fungal origin	GO:0071226	COVID-19	MESH:D000086382		BTK	1
response to paracetamol	GO:1901554	COVID-19	MESH:D000086382		TNF	1
cellular response to biotic stimulus	GO:0071216	COVID-19	MESH:D000086382		IL2	1
negative regulation of neuron remodeling	GO:1904800	COVID-19	MESH:D000086382		BCL11A	1
acrosome reaction	GO:0007340	COVID-19	MESH:D000086382		AGT	1
negative regulation of cell adhesion mediated by integrin	GO:0033629	COVID-19	MESH:D000086382		MUC1	1
positive regulation of T-helper 1 cell differentiation	GO:0045627	COVID-19	MESH:D000086382		CCR2	1
positive regulation of T-helper 2 cell differentiation	GO:0045630	COVID-19	MESH:D000086382		IL6	4
positive regulation of myeloid cell differentiation	GO:0045639	COVID-19	MESH:D000086382		CSF3	1
positive regulation of kinase activity	GO:0033674	COVID-19	MESH:D000086382		IL2	1
dendrite morphogenesis	GO:0048813	COVID-19	MESH:D000086382		TMEM106B	1
negative regulation of neuron differentiation	GO:0045665	COVID-19	MESH:D000086382		IL1B	1
positive regulation of neuron differentiation	GO:0045666	COVID-19	MESH:D000086382		IL6	4
negative regulation of osteoblast differentiation	GO:0045668	COVID-19	MESH:D000086382		TNF	1
sialic acid binding	GO:0033691	COVID-19	MESH:D000086382		SELE	1
regulation of osteoclast differentiation	GO:0045670	COVID-19	MESH:D000086382		TNF	1
negative regulation of osteoclast differentiation	GO:0045671	COVID-19	MESH:D000086382		CCL3	1
positive regulation of glial cell differentiation	GO:0045687	COVID-19	MESH:D000086382		IL1B	1
positive regulation of synoviocyte proliferation	GO:1901647	COVID-19	MESH:D000086382		TNF	1
negative regulation of vascular smooth muscle cell proliferation	GO:1904706	COVID-19	MESH:D000086382		IL10	2
cytoskeleton of presynaptic active zone	GO:0048788	COVID-19	MESH:D000086382		BSG	1
presynaptic active zone	GO:0048786	COVID-19	MESH:D000086382		BSG	1
positive regulation of astrocyte differentiation	GO:0048711	COVID-19	MESH:D000086382		IL1B	1
response to nitrogen compound	GO:1901698	COVID-19	MESH:D000086382		IL1B	1
chromatin	GO:0000785	COVID-19	MESH:D000086382		MUC1	1
axon guidance	GO:0007411	COVID-19	MESH:D000086382		BSG	1
regulation of nitric-oxide synthase activity	GO:0050999	COVID-19	MESH:D000086382		IL1B	1
negative regulation of gluconeogenesis	GO:0045721	COVID-19	MESH:D000086382		IL6	4
positive regulation of fatty acid biosynthetic process	GO:0045723	COVID-19	MESH:D000086382		AGT	1
positive regulation of collateral sprouting	GO:0048672	COVID-19	MESH:D000086382		BCL11A	1
respiratory burst after phagocytosis	GO:0045728	COVID-19	MESH:D000086382		HCK	1
positive regulation of protein catabolic process	GO:0045732	COVID-19	MESH:D000086382		TNF	1
glial cell development	GO:0021782	COVID-19	MESH:D000086382		F8	1
positive regulation of DNA replication	GO:0045740	COVID-19	MESH:D000086382		IL6	4
positive regulation of epidermal growth factor receptor signaling pathway	GO:0045742	COVID-19	MESH:D000086382		AGT	1
negative regulation of G protein-coupled receptor signaling pathway	GO:0045744	COVID-19	MESH:D000086382		CXCL8	1
negative regulation of collateral sprouting	GO:0048671	COVID-19	MESH:D000086382		BCL11A	1
neuron development	GO:0048666	COVID-19	MESH:D000086382		UGCG	1
positive regulation of action potential	GO:0045760	COVID-19	MESH:D000086382		TNF	1
regulation of angiogenesis	GO:0045765	COVID-19	MESH:D000086382		IL6	4
positive regulation of blood pressure	GO:0045777	COVID-19	MESH:D000086382		AGT	1
negative regulation of smooth muscle cell proliferation	GO:0048662	COVID-19	MESH:D000086382		ACE2	15
positive regulation of cell cycle	GO:0045787	COVID-19	MESH:D000086382		IL10	2
smooth muscle cell proliferation	GO:0048659	COVID-19	MESH:D000086382		AGT	1
detection of mechanical stimulus involved in sensory perception of pain	GO:0050966	COVID-19	MESH:D000086382		TNF	1
negative regulation of muscle organ development	GO:0048635	COVID-19	MESH:D000086382		IL6	4
positive regulation of platelet aggregation	GO:1901731	COVID-19	MESH:D000086382		IL6	4
negative regulation of myoblast fusion	GO:1901740	COVID-19	MESH:D000086382		CXCL10	1
induction of positive chemotaxis	GO:0050930	COVID-19	MESH:D000086382		CXCL8	1
muscle organ development	GO:0007517	COVID-19	MESH:D000086382		CXCL10	1
larval somatic muscle development	GO:0007526	COVID-19	MESH:D000086382		CRP	1
intestinal lipid absorption	GO:0098856	COVID-19	MESH:D000086382		UGCG	1
negative regulation of heart contraction	GO:0045822	COVID-19	MESH:D000086382		IL2	1
response to nutrient	GO:0007584	COVID-19	MESH:D000086382		IL1B	1
negative regulation of lipid metabolic process	GO:0045833	COVID-19	MESH:D000086382		IL1B	1
negative regulation of membrane potential	GO:0045837	COVID-19	MESH:D000086382		IL6	4
blood coagulation, intrinsic pathway	GO:0007597	COVID-19	MESH:D000086382		F8	1
hemostasis	GO:0007599	COVID-19	MESH:D000086382		F8	1
positive regulation of NAD(P)H oxidase activity	GO:0033864	COVID-19	MESH:D000086382		AGT	1
positive regulation of B cell activation	GO:0050871	COVID-19	MESH:D000086382		IL6	4
positive regulation of protein kinase activity	GO:0045860	COVID-19	MESH:D000086382		TNF	1
negative regulation of smoothened signaling pathway	GO:0045879	COVID-19	MESH:D000086382		LZTFL1	2
negative regulation of transcription, DNA-templated	GO:0045892	COVID-19	MESH:D000086382		TNF	1
B cell receptor signaling pathway	GO:0050853	COVID-19	MESH:D000086382		BTK	1
defense response to Gram-negative bacterium	GO:0050829	COVID-19	MESH:D000086382		IL6	4
negative regulation of synaptic transmission	GO:0050805	COVID-19	MESH:D000086382		IL1B	1
positive regulation of matrix metallopeptidase secretion	GO:1904466	COVID-19	MESH:D000086382		BSG	1
circadian rhythm	GO:0007623	COVID-19	MESH:D000086382		TNF	1
cellular response to interleukin-7	GO:0098761	COVID-19	MESH:D000086382		BTK	1
regulation of behavior	GO:0050795	COVID-19	MESH:D000086382		CCL3	1
positive regulation of complement activation	GO:0045917	COVID-19	MESH:D000086382		IL1B	1
oogenesis	GO:0048477	COVID-19	MESH:D000086382		ABO	1
cell maturation	GO:0048469	COVID-19	MESH:D000086382		BTK	1
regulation of dendrite development	GO:0050773	COVID-19	MESH:D000086382		BCL11A	1
regulation of neurogenesis	GO:0050767	COVID-19	MESH:D000086382		IL1B	1
negative regulation of phagocytosis	GO:0050765	COVID-19	MESH:D000086382		PLSCR1	1
regulation of phagocytosis	GO:0050764	COVID-19	MESH:D000086382		HCK	1
negative regulation of growth rate	GO:0045967	COVID-19	MESH:D000086382		TMPRSS4	1
actin filament-based process	GO:0030029	COVID-19	MESH:D000086382		SELE	1
positive regulation of translational initiation by iron	GO:0045994	COVID-19	MESH:D000086382		TNF	1
interleukin-12 receptor complex	GO:0042022	COVID-19	MESH:D000086382		TYK2	1
cell junction	GO:0030054	COVID-19	MESH:D000086382		HCK	1
metallopeptidase activity	GO:0008237	COVID-19	MESH:D000086382		ACE2	15
peptidyl-dipeptidase activity	GO:0008241	COVID-19	MESH:D000086382		ACE2	15
low-density lipoprotein particle receptor binding	GO:0050750	COVID-19	MESH:D000086382		CRP	1
regulation of peptidyl-tyrosine phosphorylation	GO:0050730	COVID-19	MESH:D000086382		IL7	1
regulation of protein secretion	GO:0050708	COVID-19	MESH:D000086382		TNF	1
lipid binding	GO:0008289	COVID-19	MESH:D000086382		BTK	1
regulation of canonical Wnt signaling pathway	GO:0060828	COVID-19	MESH:D000086382		BTK	1
cellular response to angiotensin	GO:1904385	COVID-19	MESH:D000086382		AGT	1
negative regulation of bile acid secretion	GO:0120190	COVID-19	MESH:D000086382		TNF	1
positive regulation of cold-induced thermogenesis	GO:0120162	COVID-19	MESH:D000086382		CCR2	1
positive regulation of neutrophil activation	GO:1902565	COVID-19	MESH:D000086382		TNF	1
regulation of defense response to virus by host	GO:0050691	COVID-19	MESH:D000086382		IL1B	1
positive regulation of cardiac muscle hypertrophy	GO:0010613	COVID-19	MESH:D000086382		AGT	1
associative learning	GO:0008306	COVID-19	MESH:D000086382		AGT	1
positive regulation of epithelial cell proliferation	GO:0050679	COVID-19	MESH:D000086382		IL6	4
cellular response to heat	GO:0034605	COVID-19	MESH:D000086382		CXCL10	1
positive regulation of isotype switching to IgG isotypes	GO:0048304	COVID-19	MESH:D000086382		IL2	1
CXCR3 chemokine receptor binding	GO:0048248	COVID-19	MESH:D000086382		CXCL10	1
positive regulation of catalytic activity	GO:0043085	COVID-19	MESH:D000086382		AGT	1
eosinophil chemotaxis	GO:0048245	COVID-19	MESH:D000086382		CCL3	1
positive regulation of microglial cell migration	GO:1904141	COVID-19	MESH:D000086382		CCL3	1
regulation of long-term neuronal synaptic plasticity	GO:0048169	COVID-19	MESH:D000086382		AGT	1
positive regulation of fibroblast proliferation	GO:0048146	COVID-19	MESH:D000086382		AGT	1
regulation of reactive oxygen species metabolic process	GO:2000377	COVID-19	MESH:D000086382		TNF	1
response to hyperoxia	GO:0055093	COVID-19	MESH:D000086382		CCR2	1
animal organ regeneration	GO:0031100	COVID-19	MESH:D000086382		CCL2	1
fin regeneration	GO:0031101	COVID-19	MESH:D000086382		IL1B	1
alpha-(1,2)-fucosyltransferase activity	GO:0031127	COVID-19	MESH:D000086382		FUT2	1
positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity	GO:2000373	COVID-19	MESH:D000086382		PLSCR1	1
negative regulation of endothelial cell apoptotic process	GO:2000352	COVID-19	MESH:D000086382		IL10	2
regulation of endothelial cell apoptotic process	GO:2000351	COVID-19	MESH:D000086382		TNF	1
lysosomal lumen	GO:0043202	COVID-19	MESH:D000086382		CSF3	1
glycosphingolipid binding	GO:0043208	COVID-19	MESH:D000086382		IL2	1
extrinsic component of cytoplasmic side of plasma membrane	GO:0031234	COVID-19	MESH:D000086382		HCK	1
negative regulation of protein complex disassembly	GO:0043242	COVID-19	MESH:D000086382		TNF	1
positive regulation of protein complex disassembly	GO:0043243	COVID-19	MESH:D000086382		TNF	1
lymphocyte costimulation	GO:0031294	COVID-19	MESH:D000086382		IL6	4
apoptotic cell clearance	GO:0043277	COVID-19	MESH:D000086382		CCR2	1
response to morphine	GO:0043278	COVID-19	MESH:D000086382		IL1B	1
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043280	COVID-19	MESH:D000086382		TNF	1
positive regulation of hepatocyte proliferation	GO:2000347	COVID-19	MESH:D000086382		TNF	1
myosin binding	GO:0017022	COVID-19	MESH:D000086382		CRP	1
positive regulation of chemokine (C-X-C motif) ligand 2 production	GO:2000343	COVID-19	MESH:D000086382		TNF	1
positive regulation of blood microparticle formation	GO:2000334	COVID-19	MESH:D000086382		TNF	1
positive regulation of cellular biosynthetic process	GO:0031328	COVID-19	MESH:D000086382		CXCL8	1
eosinophil degranulation	GO:0043308	COVID-19	MESH:D000086382		CCL3	1
positive regulation of protein complex assembly	GO:0031334	COVID-19	MESH:D000086382		TNF	1
negative regulation of eosinophil degranulation	GO:0043310	COVID-19	MESH:D000086382		CCR2	1
response to exogenous dsRNA	GO:0043330	COVID-19	MESH:D000086382		IL1B	1
sodium channel regulator activity	GO:0017080	COVID-19	MESH:D000086382		AGT	1
positive regulation of prostaglandin biosynthetic process	GO:0031394	COVID-19	MESH:D000086382		IL1B	1
negative regulation of T-helper 17 cell differentiation	GO:2000320	COVID-19	MESH:D000086382		IL2	1
positive regulation of signaling receptor activity	GO:2000273	COVID-19	MESH:D000086382		IL10	2
cytokine receptor binding	GO:0005126	COVID-19	MESH:D000086382		IL7	1
granulocyte colony-stimulating factor receptor binding	GO:0005130	COVID-19	MESH:D000086382		CSF3	1
growth hormone receptor binding	GO:0005131	COVID-19	MESH:D000086382		TYK2	1
interleukin-2 receptor binding	GO:0005134	COVID-19	MESH:D000086382		IL2	1
interleukin-6 receptor binding	GO:0005138	COVID-19	MESH:D000086382		IL6	4
interleukin-7 receptor binding	GO:0005139	COVID-19	MESH:D000086382		IL7	1
interleukin-10 receptor binding	GO:0005141	COVID-19	MESH:D000086382		IL10	2
interleukin-1 receptor binding	GO:0005149	COVID-19	MESH:D000086382		IL1B	1
phospholipid scrambling	GO:0017121	COVID-19	MESH:D000086382		PLSCR1	1
SH3 domain binding	GO:0017124	COVID-19	MESH:D000086382		PLSCR1	1
phospholipid scramblase activity	GO:0017128	COVID-19	MESH:D000086382		PLSCR1	1
interleukin-8 receptor binding	GO:0005153	COVID-19	MESH:D000086382		CXCL8	1
epidermal growth factor receptor binding	GO:0005154	COVID-19	MESH:D000086382		PLSCR1	1
tumor necrosis factor receptor binding	GO:0005164	COVID-19	MESH:D000086382		TNF	1
negative regulation of feeding behavior	GO:2000252	COVID-19	MESH:D000086382		TNF	1
integrin binding	GO:0005178	COVID-19	MESH:D000086382		IL1B	1
hormone activity	GO:0005179	COVID-19	MESH:D000086382		AGT	1
calcium ion regulated exocytosis	GO:0017156	COVID-19	MESH:D000086382		AGT	1
cholesterol binding	GO:0015485	COVID-19	MESH:D000086382		CRP	1
positive regulation of programmed cell death	GO:0043068	COVID-19	MESH:D000086382		TNF	1
negative regulation of neural precursor cell proliferation	GO:2000178	COVID-19	MESH:D000086382		IL1B	1
brush border membrane	GO:0031526	COVID-19	MESH:D000086382		ACE2	15
negative regulation of dendrite development	GO:2000171	COVID-19	MESH:D000086382		BCL11A	1
negative regulation of blood vessel endothelial cell migration	GO:0043537	COVID-19	MESH:D000086382		TNF	1
sequence-specific DNA binding	GO:0043565	COVID-19	MESH:D000086382		CRP	1
receptor internalization	GO:0031623	COVID-19	MESH:D000086382		CXCL8	1
regulation of transcription from RNA polymerase II promoter in response to stress	GO:0043618	COVID-19	MESH:D000086382		MUC1	1
killing of cells of other organism	GO:0031640	COVID-19	MESH:D000086382		CXCL10	1
negative regulation of myelination	GO:0031642	COVID-19	MESH:D000086382		TNF	1
neural retina development	GO:0003407	COVID-19	MESH:D000086382		BSG	1
positive regulation of extracellular matrix constituent secretion	GO:0003331	COVID-19	MESH:D000086382		AGT	1
cellular response to nutrient levels	GO:0031669	COVID-19	MESH:D000086382		IL6	4
host cell	GO:0043657	COVID-19	MESH:D000086382		CD209	1
axon terminus	GO:0043679	COVID-19	MESH:D000086382		CCL2	1
positive regulation of protein localization to cell surface	GO:2000010	COVID-19	MESH:D000086382		TNF	1
interferon receptor activity	GO:0004904	COVID-19	MESH:D000086382		IL10RB	1
type I interferon receptor activity	GO:0004905	COVID-19	MESH:D000086382		IFNAR2	1
interleukin-2 receptor activity	GO:0004911	COVID-19	MESH:D000086382		IL2RA	2
interleukin-10 receptor activity	GO:0004920	COVID-19	MESH:D000086382		IL10RB	1
G protein-coupled receptor activity	GO:0004930	COVID-19	MESH:D000086382		CCR2	1
protein sumoylation	GO:0016925	COVID-19	MESH:D000086382		BCL11A	1
chemokine receptor activity	GO:0004950	COVID-19	MESH:D000086382		CCR2	1
regulatory region nucleic acid binding	GO:0001067	COVID-19	MESH:D000086382		BCL11A	1
dihydroceramide glucosyltransferase activity	GO:0102769	COVID-19	MESH:D000086382		UGCG	1
positive regulation of hydrolase activity	GO:0051345	COVID-19	MESH:D000086382		TMEM106B	1
renal system process	GO:0003014	COVID-19	MESH:D000086382		AGT	1
skeletal muscle contraction	GO:0003009	COVID-19	MESH:D000086382		TNF	1
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	GO:0006978	COVID-19	MESH:D000086382		MUC1	1
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	COVID-19	MESH:D000086382		MUC1	1
cellular defense response	GO:0006968	COVID-19	MESH:D000086382		CCR2	1
negative regulation of neurotrophin TRK receptor signaling pathway	GO:0051387	COVID-19	MESH:D000086382		AGT	1
positive regulation of L-lysine import across plasma membrane	GO:1905010	COVID-19	MESH:D000086382		AGT	1
complement activation, classical pathway	GO:0006958	COVID-19	MESH:D000086382		CRP	1
stress-activated MAPK cascade	GO:0051403	COVID-19	MESH:D000086382		AGT	1
activation-induced cell death of T cells	GO:0006924	COVID-19	MESH:D000086382		IL2RA	2
DNA-binding transcription repressor activity, RNA polymerase II-specific	GO:0001227	COVID-19	MESH:D000086382		BCL11A	1
